C1,2022-11-27,15:24:54,2
C1,2022-11-27,15:24:54,2
C1,2022-11-27,15:24:54,2
C1,2022-11-27,15:24:54,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:55,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,1
C1,2022-11-27,15:24:56,1
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:56,2
C1,2022-11-27,15:24:57,2
C1,2022-11-27,15:24:57,1
C1,2022-11-27,15:24:57,1
C1,2022-11-27,15:24:57,2
C1,2022-11-27,15:24:57,2
C1,2022-11-27,15:24:57,1
C1,2022-11-27,15:24:57,2
C1,2022-11-27,15:24:57,2
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:58,1
C1,2022-11-27,15:24:58,1
C1,2022-11-27,15:24:58,1
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:58,2
C1,2022-11-27,15:24:59,2
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:24:59,2
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:24:59,1
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:00,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:01,2
C1,2022-11-27,15:25:02,2
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:02,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:03,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:04,3
C1,2022-11-27,15:25:05,3
C1,2022-11-27,15:25:05,3
C1,2022-11-27,15:25:05,3
C1,2022-11-27,15:25:05,3
C1,2022-11-27,15:25:05,1
C1,2022-11-27,15:25:05,1
C1,2022-11-27,15:25:05,1
